re78,is_treat,age,educ,black,hisp,married,nodegr,re74,re75
23700,no,25,15,no,no,no,no,20400,18200
25500,no,34,12,no,no,no,no,16400,10600
11900,no,43,11,no,no,yes,yes,17200,14900
25600,no,49,12,no,no,yes,no,25900,25200
10200,no,19,12,no,no,no,no,0,2450
13500,no,16,10,no,no,no,yes,0,0
25600,no,45,17,no,no,yes,no,25900,25200
23300,no,23,16,no,no,no,no,3150,6840
25600,no,24,12,no,no,yes,no,17700,19800
25600,no,30,12,no,no,yes,no,13300,4390
25600,no,45,12,no,no,yes,no,25900,25200
13900,no,17,9,no,no,no,yes,0,1050
25600,no,27,16,no,no,yes,no,25900,25200
9740,no,19,11,no,no,no,yes,5490,263
25600,no,48,10,yes,no,no,yes,19200,12300
0,no,32,12,no,no,yes,no,25900,25200
25600,no,40,12,no,no,yes,no,25900,22800
0,no,24,12,no,no,yes,no,15800,17400
5340,no,30,12,yes,no,yes,no,15400,15000
20300,no,19,12,no,no,no,no,8050,7240
25600,no,22,11,no,no,yes,yes,10600,865
25600,no,28,10,no,no,yes,yes,25800,25200
20000,no,35,10,no,no,yes,yes,21200,22500
20200,no,23,14,yes,no,yes,no,19500,18800
12400,no,25,10,no,no,yes,yes,4340,5180
14600,no,55,16,no,no,no,no,18900,18700
6690,no,31,12,no,no,yes,no,4720,6750
25000,no,26,18,no,no,yes,no,8480,19300
25600,no,24,15,no,no,yes,no,11200,24000
0,no,48,13,no,no,yes,no,0,0
0,no,30,12,no,no,yes,no,25900,13800
25600,no,31,15,no,no,yes,no,19400,10500
25600,no,19,12,no,no,yes,no,7100,19700
25600,no,27,14,no,no,yes,no,25900,24800
22000,no,54,8,no,no,yes,yes,23300,22700
23200,no,43,12,no,no,yes,no,22600,19700
14800,no,18,13,no,no,no,no,3280,2680
9090,no,23,9,no,no,no,yes,6630,7140
25600,no,40,14,no,no,no,no,23900,24600
25600,no,30,12,no,no,yes,no,24300,19400
0,no,33,12,no,no,yes,no,0,421
25600,no,29,12,no,no,yes,no,25900,25200
915,no,24,14,no,no,yes,no,0,3910
25600,no,24,14,no,no,no,no,13000,16700
0,no,30,14,no,no,yes,no,0,0
25600,no,26,15,no,no,yes,no,25900,25200
25600,no,41,12,no,no,yes,no,25700,25200
25600,no,48,14,no,no,yes,no,25900,25200
25600,no,34,10,no,no,yes,yes,25900,25200
0,no,28,12,no,no,yes,no,0,288
22100,no,30,14,no,no,yes,no,21500,21500
22000,no,29,12,no,no,no,no,17200,20000
17100,no,25,16,no,no,no,no,14100,5730
25600,no,28,12,no,no,yes,no,25900,25200
17700,no,31,12,no,no,yes,no,19800,3670
24900,no,55,12,no,no,yes,no,25700,24100
25300,no,46,16,no,no,yes,no,25000,24600
22000,no,44,12,no,no,yes,no,23300,23900
19200,no,35,12,yes,no,yes,no,13200,12900
23300,no,39,12,no,no,yes,no,21900,22400
25600,no,29,13,no,no,yes,no,18800,13400
25600,no,31,12,no,no,yes,no,25900,25200
0,no,35,17,no,no,no,no,8990,5060
8130,no,33,12,no,no,no,no,8080,8810
0,no,19,12,no,no,no,no,1640,1930
6050,no,27,12,no,no,yes,no,8710,3980
8960,no,24,16,no,no,no,no,2880,3510
25600,no,22,12,no,no,no,no,19100,17800
23100,no,27,12,no,no,yes,no,16200,19500
0,no,43,16,no,no,yes,no,0,17500
7250,no,38,14,no,no,yes,no,25300,21300
8600,no,19,13,no,yes,no,no,0,2830
25600,no,29,12,no,no,yes,no,25900,25200
25600,no,37,13,no,no,yes,no,25900,25200
19100,no,16,10,no,no,no,yes,0,306
0,no,54,12,no,no,yes,no,10100,9900
0,no,38,8,no,no,yes,yes,11200,5170
21700,no,35,12,no,no,yes,no,23300,20200
2840,no,20,9,no,no,no,yes,3050,1720
0,no,55,8,no,no,no,yes,2900,9540
0,no,28,12,no,no,yes,no,19200,10700
1200,no,25,13,no,no,yes,no,10200,0
0,no,30,12,no,no,yes,no,0,0
25600,no,38,9,no,no,yes,yes,25400,23800
25600,no,23,10,no,no,yes,yes,18200,17100
20700,no,34,9,no,no,yes,yes,14900,2100
1170,no,53,0,no,no,no,yes,2060,1400
19800,no,42,11,no,no,yes,yes,19800,18800
25600,no,26,12,no,no,no,no,25900,25200
21700,no,32,12,no,no,yes,no,23500,19400
0,no,51,12,no,no,yes,no,0,0
20500,no,23,14,no,no,no,no,22000,19000
0,no,33,12,no,no,yes,no,0,0
11300,no,35,9,no,no,yes,yes,0,0
25600,no,46,12,yes,no,no,no,25900,25200
0,no,47,15,no,no,yes,no,14200,18700
0,no,25,17,no,no,no,no,3440,0
0,no,41,14,no,no,no,no,20500,8690
15900,no,20,9,no,no,yes,yes,5230,0
25600,no,22,11,no,no,yes,yes,18500,20300
18100,no,29,16,no,no,yes,no,19300,14800
24800,no,51,12,no,no,yes,no,24700,22600
25600,no,44,13,no,no,yes,no,25900,25200
0,no,20,12,no,no,no,no,12000,2120
11700,no,18,11,no,no,no,yes,656,0
25600,no,33,12,no,no,yes,no,25900,25200
25600,no,27,12,no,no,yes,no,25900,21100
25600,no,52,16,no,no,no,no,25900,25200
341,no,24,18,no,no,no,no,0,15400
19500,no,41,13,no,no,yes,no,19000,18300
25600,no,28,8,no,no,yes,yes,23800,10600
3590,no,17,12,no,no,no,no,423,5060
25600,no,38,12,no,no,yes,no,19300,25200
16000,no,45,14,no,no,yes,no,25900,25200
20800,no,40,12,no,no,no,no,8270,20600
25600,no,28,13,no,no,yes,no,24400,25100
8690,no,26,12,no,no,no,no,25900,25200
19400,no,27,12,no,no,yes,no,18300,18200
25000,no,28,8,no,no,yes,yes,21000,18900
20700,no,28,16,no,no,yes,no,21900,24600
19800,no,53,12,no,no,yes,no,21300,20800
24000,no,54,12,no,no,yes,no,24500,23800
25600,no,33,12,no,no,yes,no,25300,24700
2370,no,36,12,no,no,yes,no,0,0
25600,no,31,12,no,no,yes,no,25900,25200
19500,no,30,12,no,no,yes,no,20600,18600
10000,no,41,11,no,no,yes,yes,0,3400
9330,no,37,11,no,no,yes,yes,19700,17300
7440,no,18,9,no,no,no,yes,3270,1580
20500,no,24,11,no,no,yes,yes,12800,9370
1220,no,21,9,yes,no,no,yes,1030,471
825,no,55,12,no,no,yes,no,0,1720
9950,no,37,12,no,no,yes,no,23300,24300
25600,no,53,5,no,no,yes,yes,25900,25200
25600,no,28,13,no,no,yes,no,22200,25200
1940,no,20,12,no,no,no,no,3900,376
25600,no,35,18,no,no,yes,no,25900,25200
25600,no,43,18,no,no,yes,no,25900,25200
0,no,18,11,no,no,no,yes,0,0
25600,no,29,16,no,no,yes,no,25900,25200
25600,no,26,11,no,no,yes,yes,25900,25200
11200,no,46,8,no,no,yes,yes,3140,7200
15700,no,27,13,no,no,yes,no,14100,12700
14600,no,26,16,no,no,yes,no,2940,1220
20400,no,28,17,no,no,yes,no,17300,15300
25600,no,35,14,no,no,yes,no,25900,15200
0,no,29,16,no,no,yes,no,22700,25200
25600,no,49,11,no,no,yes,yes,25900,10500
1610,no,17,11,no,no,no,yes,0,0
0,no,34,16,no,no,yes,no,0,0
19800,no,22,12,no,no,yes,no,22700,20400
8720,no,16,9,no,no,no,yes,0,0
18500,no,21,12,no,no,yes,no,15400,13000
0,no,32,9,no,no,yes,yes,13400,8550
5650,no,55,12,no,no,yes,no,25900,5300
14200,no,16,10,no,no,no,yes,0,0
0,no,39,12,no,no,yes,no,23400,15700
24300,no,29,12,no,no,yes,no,15300,6930
25600,no,25,14,no,no,yes,no,25900,22900
17800,no,25,12,no,no,yes,no,17700,11900
13600,no,29,11,no,no,no,yes,16300,5220
25600,no,30,12,no,no,yes,no,15800,3800
19500,no,24,11,no,no,yes,yes,17500,17800
15200,no,25,9,no,no,yes,yes,10100,9550
0,no,51,11,no,no,yes,yes,0,0
5790,no,17,11,no,no,no,yes,835,510
6630,no,43,13,no,no,yes,no,15500,430
47.3,no,41,12,no,no,yes,no,8630,10700
0,no,18,11,no,no,no,yes,0,0
6470,no,23,12,no,no,yes,no,18700,11100
10700,no,36,12,no,no,yes,no,13900,4300
9570,no,22,12,no,no,yes,no,14200,12900
8520,no,18,12,no,no,yes,no,0,2710
9020,no,27,14,no,no,yes,no,14600,11700
18600,no,50,10,no,no,yes,yes,17200,15000
10800,no,29,12,no,no,yes,no,15900,4390
22100,no,52,12,no,no,yes,no,25900,23400
6300,no,22,12,no,no,no,no,11400,13200
4420,no,32,12,no,no,yes,no,10300,13300
0,no,42,12,no,no,yes,no,421,0
4090,no,18,11,no,no,no,yes,2070,1770
0,no,22,12,no,no,yes,no,15300,20300
0,no,35,12,no,no,yes,no,24200,25200
16200,no,21,12,no,no,no,no,9260,5110
6190,no,29,13,no,no,yes,no,6720,8820
0,no,34,12,no,no,no,no,10200,0
14000,no,22,16,no,no,no,no,3900,14000
17500,no,20,12,no,no,yes,no,2710,13900
1590,no,28,8,no,no,yes,yes,0,0
287,no,47,13,no,no,yes,no,16200,15000
13100,no,25,7,no,no,yes,yes,3620,7950
20200,no,29,12,no,no,yes,no,19900,14500
18700,no,29,17,no,no,yes,no,15300,15200
25600,no,29,18,no,no,yes,no,18500,20800
11200,no,44,10,no,no,yes,yes,23000,20300
16200,no,19,13,no,no,yes,no,1080,3030
8650,no,23,14,no,no,no,no,3900,4990
0,no,19,13,no,no,no,no,2370,1710
8260,no,17,10,no,no,no,yes,2030,557
2490,no,51,12,no,no,yes,no,2490,3320
10800,no,19,12,no,no,no,no,0,0
3530,no,19,11,no,no,no,yes,846,1030
20900,no,54,12,no,no,no,no,23100,21500
3940,no,29,16,no,no,no,no,3890,17600
21400,no,29,12,no,no,yes,no,24000,15700
5950,no,37,8,no,no,yes,yes,4780,4920
22900,no,42,12,no,no,yes,no,25900,25200
25600,no,48,14,no,no,yes,no,21400,16800
9180,no,21,12,no,no,no,no,2040,281
21500,no,25,12,no,no,yes,no,17900,17400
1530,no,39,13,no,no,yes,no,6130,9260
3210,no,19,12,no,no,yes,no,8520,14500
21700,no,26,12,no,no,yes,no,15100,17400
25600,no,20,11,no,no,yes,yes,4550,10200
25600,no,52,12,no,no,yes,no,25900,25200
25600,no,30,10,no,no,yes,yes,17100,25200
25600,no,27,12,no,no,yes,no,25900,23800
25600,no,29,14,no,no,yes,no,21600,4920
21500,no,24,16,no,no,yes,no,7140,19100
12400,no,22,12,no,no,yes,no,10800,12400
25600,no,40,12,no,no,yes,no,25900,25200
25600,no,45,12,no,no,yes,no,25900,25200
0,no,27,16,no,no,yes,no,18700,20100
1630,no,20,12,no,no,no,no,1690,0
16800,no,22,12,no,no,no,no,11900,16100
25000,no,50,12,no,no,yes,no,25900,0
18800,no,29,9,no,no,yes,yes,16400,16800
1900,no,25,9,no,no,yes,yes,23400,1900
21600,no,27,12,no,no,yes,no,21600,21900
11500,no,51,18,no,no,yes,no,8890,24400
23100,no,32,16,no,no,no,no,11000,14400
24000,no,26,12,no,no,no,no,19100,21600
20900,no,19,12,no,no,yes,no,11000,12100
18100,no,33,12,no,no,yes,no,18000,18500
25600,no,30,18,no,no,yes,no,25900,25200
5620,no,21,14,no,no,no,no,3340,3850
17300,no,37,12,no,no,yes,no,17400,17100
5830,no,51,8,no,no,yes,yes,5510,4770
8020,no,52,12,no,no,yes,no,25900,18600
0,no,28,17,yes,no,no,no,3130,3240
15000,no,18,12,no,no,no,no,0,0
2720,no,17,11,no,no,no,yes,725,2520
25600,no,40,18,no,no,yes,no,13800,0
24600,no,22,12,no,no,no,no,7900,25200
25600,no,36,12,no,no,yes,no,25900,25200
25600,no,36,12,no,no,yes,no,25900,25200
25600,no,30,13,no,no,yes,no,25900,25200
0,no,27,12,no,no,yes,no,20500,22300
15800,no,24,16,no,no,no,no,2570,2440
25600,no,26,16,no,no,yes,no,16100,17600
20900,no,47,12,no,no,yes,no,23400,21000
25600,no,30,12,no,no,yes,no,25900,25200
24100,no,21,14,no,no,yes,no,15800,19000
7290,no,35,12,no,no,yes,no,22500,457
25600,no,47,11,no,no,yes,yes,25900,25200
10800,no,28,14,no,no,no,no,1220,14000
25600,no,30,12,no,no,yes,no,15300,13800
0,no,49,14,no,no,yes,no,25900,25200
25600,no,38,14,no,no,yes,no,25800,25200
25600,no,28,16,no,no,yes,no,20900,21400
25600,no,32,12,yes,no,yes,no,25900,22900
25600,no,33,12,no,no,yes,no,25900,25200
23700,no,36,12,no,no,yes,no,25900,25200
16600,no,41,14,no,no,yes,no,25900,25200
25600,no,36,12,no,no,yes,no,25900,25200
15500,no,23,10,no,no,no,yes,15300,16000
25600,no,22,12,no,no,yes,no,23300,22700
25600,no,22,16,no,no,no,no,4490,11500
25600,no,30,16,no,no,yes,no,25900,25200
25600,no,23,10,no,no,yes,yes,25900,25200
0,no,29,12,no,no,yes,no,25900,25200
25600,no,37,12,no,no,yes,no,25900,25200
25600,no,36,12,yes,no,yes,no,25900,25200
0,no,27,14,yes,no,yes,no,0,0
0,no,55,8,yes,no,yes,yes,20900,25200
25600,no,26,12,no,no,yes,no,25900,24100
14800,no,23,15,no,no,no,no,0,607
0,no,31,12,no,no,yes,no,25900,25200
21000,no,40,12,no,no,yes,no,15800,17100
10200,no,17,10,no,no,no,yes,0,571
4910,no,16,8,no,no,yes,yes,0,0
0,no,48,12,no,no,yes,no,25900,25200
24700,no,52,18,no,no,yes,no,25900,25200
22000,no,25,12,no,no,no,no,11100,8880
17400,no,20,12,no,no,no,no,10400,7100
25600,no,37,12,no,no,yes,no,25900,25200
24200,no,24,14,no,no,yes,no,19100,24800
11200,no,48,12,no,no,yes,no,13800,19700
9310,no,18,12,no,no,no,no,0,5890
10600,no,16,9,no,no,no,yes,0,1670
12700,no,28,15,no,no,yes,no,10900,11600
7230,no,28,12,no,no,no,no,4540,2320
8670,no,20,12,no,no,no,no,619,3430
25600,no,34,12,no,no,yes,no,25900,25200
19300,no,46,13,no,no,yes,no,17100,16900
10500,no,28,10,no,no,yes,yes,15600,14600
20000,no,27,12,no,no,yes,no,24300,15500
16700,no,35,9,no,no,yes,yes,15900,15300
22200,no,51,12,no,no,yes,no,21500,23200
0,no,16,9,yes,no,no,yes,0,0
2560,no,16,8,no,no,no,yes,0,0
11000,no,31,12,yes,no,yes,no,0,43
25600,no,42,12,no,no,yes,no,25900,25200
11300,no,42,17,no,no,yes,no,3760,7050
3950,no,30,12,no,no,yes,no,24800,19500
1410,no,28,15,no,no,yes,no,0,0
7880,no,23,12,no,no,no,no,8850,8240
18200,no,24,16,no,no,no,no,9120,15900
22700,no,26,18,no,no,yes,no,0,627
25600,no,28,12,no,no,no,no,25900,25200
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,30,8,no,no,yes,yes,17500,15000
20200,no,53,12,no,no,no,no,24300,25200
5400,no,34,16,no,no,yes,no,25900,25200
21600,no,24,16,no,no,yes,no,17800,18400
16000,no,22,12,no,no,yes,no,13800,10600
25600,no,27,16,no,no,no,no,25900,25200
25600,no,26,16,no,no,no,no,14400,2940
2870,no,26,12,no,no,yes,no,10800,14800
10700,no,33,11,no,no,yes,yes,2730,2240
17400,no,19,12,no,no,no,no,3160,4400
14000,no,27,12,no,no,yes,no,16400,18900
0,no,52,12,no,no,yes,no,20400,1790
25600,no,48,12,no,no,yes,no,25900,25200
8340,no,22,15,no,no,no,no,355,3020
1670,no,20,14,no,no,no,no,6670,5250
4880,no,19,13,no,no,no,no,1580,154
12100,no,51,12,no,no,yes,no,5420,10400
3190,no,19,12,no,no,no,no,1900,3200
25600,no,23,12,no,no,no,no,23000,24200
17400,no,55,12,no,no,yes,no,15500,15400
25600,no,42,12,no,no,yes,no,19500,25200
13700,no,25,15,no,yes,no,no,3100,3040
7880,no,21,14,yes,no,no,no,5590,5360
15900,no,21,13,no,no,yes,no,3900,11200
2870,no,41,13,no,no,yes,no,19300,13300
18600,no,21,14,no,no,no,no,4800,4660
25600,no,50,12,no,no,yes,no,25900,22800
10200,no,19,12,no,no,no,no,4540,5620
17500,no,23,15,no,no,yes,no,11100,13700
8130,no,44,12,no,no,yes,no,25000,25200
12600,no,20,13,no,no,no,no,7100,5950
25600,no,50,16,no,no,yes,no,25900,25200
25600,no,55,12,no,no,yes,no,25900,18400
25600,no,26,17,no,no,yes,no,21900,24300
20100,no,24,12,no,no,no,no,23500,16200
2310,no,27,12,no,no,yes,no,0,0
5380,no,16,11,no,no,no,yes,0,0
8880,no,28,18,no,no,no,no,0,0
1720,no,21,15,no,no,no,no,2630,0
17700,no,50,8,no,no,yes,yes,15000,16200
0,no,29,12,no,no,yes,no,0,0
18500,no,23,12,no,no,yes,no,18500,20300
4040,no,42,13,no,no,yes,no,8710,1170
25600,no,27,12,no,no,yes,no,23600,23400
2840,no,26,12,no,no,yes,no,2350,7570
11600,no,31,12,no,no,yes,no,12000,11400
62.1,no,23,15,no,no,no,no,5610,1380
19400,no,22,12,no,no,yes,no,11500,15700
25600,no,50,18,no,no,yes,no,25800,25200
25600,no,38,16,no,no,yes,no,25900,25200
25600,no,31,12,no,no,yes,no,21500,19900
14000,no,39,9,no,no,yes,yes,9630,10100
25600,no,27,12,no,no,yes,no,21000,21000
13000,no,41,12,no,no,yes,no,19700,12500
20100,no,44,12,no,no,yes,no,0,0
978,no,18,12,no,no,no,no,6460,7940
24700,no,47,10,no,no,yes,yes,25900,25200
7430,no,16,10,no,no,no,yes,0,0
19600,no,29,12,no,no,yes,no,18100,17600
25600,no,27,15,no,no,yes,no,14300,24900
24200,no,33,12,no,no,yes,no,24100,24000
25600,no,46,12,no,no,yes,no,25900,25200
19200,no,18,11,no,no,no,yes,1660,2210
22000,no,40,12,no,no,yes,no,13200,13700
0,no,55,8,no,no,yes,yes,0,8840
2450,no,16,10,no,no,no,yes,3140,2350
0,no,26,10,no,no,yes,yes,11400,7720
25600,no,44,9,no,no,yes,yes,15600,22300
16100,no,22,14,no,no,no,no,2500,9420
9790,no,53,12,no,no,yes,no,17200,9570
10400,no,17,10,no,no,no,yes,0,0
9990,no,34,12,no,no,yes,no,7640,7750
8510,no,28,10,no,no,no,yes,6830,8030
819,no,24,9,no,no,yes,yes,3440,0
20500,no,41,10,no,yes,yes,yes,19300,23400
4840,no,16,10,yes,no,no,yes,0,922
25600,no,37,18,no,no,yes,no,25900,25200
20800,no,28,14,no,no,yes,no,11300,10200
24200,no,28,16,no,no,yes,no,22800,24100
19700,no,49,12,no,no,yes,no,25900,25200
8280,no,17,11,no,no,no,yes,3430,1850
25600,no,33,12,no,no,yes,no,25900,25200
13400,no,41,8,no,no,yes,yes,3520,8220
1260,no,40,12,no,no,yes,no,0,0
2370,no,28,12,no,no,yes,no,8220,2870
0,no,51,8,no,no,yes,yes,0,0
0,no,31,8,no,no,yes,yes,0,0
5640,no,16,8,no,no,no,yes,0,0
24600,no,29,12,no,no,yes,no,25900,25200
4100,no,48,18,no,no,no,no,4120,3590
2370,no,52,12,no,no,no,no,3140,2870
13000,no,33,10,no,no,yes,yes,11100,18200
15200,no,53,8,no,no,yes,yes,13500,12300
7730,no,29,14,no,no,yes,no,19100,18000
12800,no,55,8,no,no,yes,yes,1190,25200
14800,no,21,12,no,no,no,no,5820,3170
6380,no,32,7,no,no,no,yes,8850,8620
13500,no,34,14,no,no,yes,no,14900,14300
25600,no,39,12,no,no,yes,no,25900,25200
10200,no,17,10,no,no,no,yes,0,0
22900,no,38,12,no,no,yes,no,22500,21900
25600,no,19,12,no,no,yes,no,10000,14900
25600,no,49,18,no,no,yes,no,25900,25200
3360,no,17,11,no,no,no,yes,0,98.5
24600,no,27,16,no,no,no,no,2300,19500
25600,no,30,16,no,no,no,no,19700,22800
25600,no,35,12,no,no,yes,no,25900,25200
15100,no,41,8,no,no,yes,yes,24900,15000
14200,no,21,12,no,no,no,no,7380,9190
25600,no,51,12,no,no,yes,no,23900,23300
25600,no,49,18,no,no,yes,no,25900,25200
25600,no,39,12,no,no,yes,no,25000,25200
4690,no,17,11,no,no,no,yes,3770,5320
24900,no,34,13,no,no,yes,no,24200,25200
14800,no,38,12,no,no,yes,no,0,0
25600,no,53,12,no,no,yes,no,19400,1200
15100,no,27,12,no,no,yes,no,13900,14300
14400,no,20,14,no,no,yes,no,0,2380
19900,no,21,12,no,no,yes,no,12300,14900
14700,no,47,8,no,no,yes,yes,14200,14600
1950,no,25,18,no,no,no,no,2600,6220
20500,no,24,17,no,no,yes,no,10800,4910
14900,no,26,16,no,no,no,no,6230,8330
2.96,no,19,12,yes,no,no,no,1820,9340
13500,no,28,12,yes,no,yes,no,16600,15100
0,no,18,11,no,no,no,yes,3930,3920
20300,no,23,17,no,no,yes,no,5580,9620
18000,no,28,10,yes,no,yes,yes,20600,18900
1560,no,43,12,no,yes,yes,no,2020,1710
0,no,48,12,no,yes,yes,no,25900,25200
106,no,24,14,no,yes,no,no,10100,10400
16300,no,25,14,no,yes,yes,no,13500,11500
2050,no,40,8,no,no,no,yes,0,7900
23000,no,43,12,no,no,yes,no,19600,19300
0,no,19,12,no,no,no,no,8950,10100
0,no,27,15,no,yes,yes,no,10500,13200
16600,no,26,12,no,no,yes,no,13800,15600
20800,no,24,13,yes,no,yes,no,5620,13500
13800,no,55,12,no,yes,yes,no,14900,14600
20800,no,22,12,no,yes,no,no,8100,20300
7240,no,27,12,no,no,yes,no,20400,19800
24600,no,28,12,no,no,yes,no,19500,20100
630,no,52,12,no,no,no,no,5460,1830
25600,no,49,11,no,no,yes,yes,14100,16700
24400,no,31,12,no,no,yes,no,7010,13800
0,no,49,12,yes,no,yes,no,0,0
12200,no,52,15,yes,no,yes,no,14300,12300
16100,no,32,14,no,no,no,no,0,5570
0,no,30,17,no,no,no,no,0,874
25600,no,25,18,yes,no,yes,no,24300,25200
3920,no,25,12,yes,no,yes,no,6910,13200
0,no,29,16,no,no,no,no,2290,8860
25600,no,29,16,no,no,no,no,25900,21500
25600,no,33,18,no,no,no,no,25900,9900
23400,no,34,11,no,no,yes,yes,24400,22600
25600,no,46,12,yes,no,yes,no,23500,23600
94.6,no,19,11,yes,no,no,yes,5610,3050
0,no,36,12,yes,no,yes,no,1200,0
25600,no,42,12,no,no,yes,no,25900,25200
16100,no,20,13,no,no,no,no,2060,3000
11600,no,19,12,no,no,no,no,1680,3310
25200,no,37,12,no,no,yes,no,19600,19300
7590,no,21,12,no,no,yes,no,0,0
16500,no,29,12,no,no,yes,no,17300,16000
0,no,53,10,no,no,yes,yes,7460,6180
25600,no,36,10,no,no,yes,yes,22900,10200
18400,no,31,12,no,no,yes,no,3530,17500
25600,no,33,14,no,no,yes,no,25900,25200
25600,no,25,13,no,no,yes,no,21300,25200
25600,no,32,9,no,no,yes,yes,20500,23100
15300,no,27,12,no,no,yes,no,14000,13400
25600,no,26,17,no,no,no,no,18800,20200
21500,no,53,3,yes,no,yes,yes,21000,20100
23800,no,22,14,yes,no,no,no,12300,4590
25600,no,52,3,yes,no,yes,yes,25900,25200
20300,no,37,13,no,no,yes,no,16300,18400
25600,no,34,16,no,no,yes,no,25900,22500
0,no,53,12,no,no,yes,no,2980,0
22300,no,28,16,no,no,yes,no,18500,18600
19400,no,29,9,no,no,yes,yes,17700,18300
25600,no,25,18,no,no,no,no,0,7710
17100,no,34,15,no,no,yes,no,24400,24000
25600,no,28,12,no,no,yes,no,19600,21300
2050,no,36,18,no,no,yes,no,22400,13000
3360,no,47,11,no,no,no,yes,8060,4230
24100,no,28,9,no,yes,yes,yes,20000,16300
7390,no,53,10,no,no,yes,yes,20600,18100
20000,no,53,12,no,no,no,no,17100,5780
25600,no,55,17,no,no,no,no,25900,25200
0,no,18,8,no,no,no,yes,1870,2470
25600,no,43,12,no,no,yes,no,25900,21800
11500,no,24,12,no,no,yes,no,147,4920
21400,no,20,9,no,no,no,yes,7690,11900
25600,no,43,6,no,no,yes,yes,22200,18800
0,no,28,11,no,no,yes,yes,12900,14800
0,no,49,12,no,no,yes,no,0,0
7340,no,34,8,no,no,yes,yes,14500,15500
25600,no,36,12,no,no,yes,no,25800,25200
0,no,41,7,no,no,yes,yes,19600,566
25600,no,32,10,yes,no,yes,yes,25900,25200
25600,no,25,16,no,no,yes,no,21700,19400
15200,no,30,16,no,no,yes,no,25900,15300
25600,no,50,14,no,no,yes,no,25900,25200
7330,no,28,12,no,no,no,no,11100,8600
0,no,41,12,no,no,yes,no,0,0
13700,no,30,8,no,no,yes,yes,3050,5330
5590,no,16,9,no,no,no,yes,0,2290
25600,no,47,12,no,no,yes,no,25900,25200
0,no,29,12,no,no,yes,no,24400,20300
25600,no,30,14,no,no,yes,no,357,0
4500,no,44,16,no,no,yes,no,0,0
12500,no,16,10,no,no,no,yes,0,2840
0,no,31,15,no,no,yes,no,0,0
4630,no,28,13,no,no,yes,no,5150,6740
25600,no,29,16,no,no,yes,no,24200,24000
7520,no,16,7,no,yes,no,yes,290,0
23400,no,26,6,no,yes,yes,yes,18100,17700
20600,no,32,8,no,yes,yes,yes,17600,17100
25300,no,36,8,no,yes,yes,yes,23000,22900
10800,no,49,8,no,no,no,yes,13400,13300
25600,no,50,17,no,no,no,no,25900,9460
25600,no,52,8,no,no,yes,yes,25900,25200
10300,no,28,12,yes,no,yes,no,13000,15300
0,no,47,12,yes,no,yes,no,0,0
25600,no,35,12,yes,no,yes,no,25900,25000
1360,no,46,16,yes,no,yes,no,5210,462
25600,no,39,13,no,no,yes,no,21500,25200
25600,no,43,12,no,no,yes,no,25900,25200
25600,no,33,13,no,no,yes,no,25900,25200
15400,no,29,14,no,no,no,no,10500,3650
23300,no,27,12,no,no,no,no,14200,13700
9810,no,32,14,no,yes,no,no,6480,10500
9850,no,26,17,no,no,yes,no,7060,8500
21600,no,38,5,no,yes,yes,yes,22000,23000
16000,no,47,11,no,no,no,yes,19900,22800
4880,no,20,8,no,no,yes,yes,210,13100
96.1,no,28,13,yes,no,no,no,0,0
17900,no,29,12,no,no,yes,no,14100,12100
9520,no,38,6,yes,no,no,yes,8000,9310
8380,no,31,14,yes,no,no,no,7960,8220
12500,no,23,12,yes,no,no,no,2480,0
15700,no,54,7,yes,no,yes,yes,16700,14100
20400,no,38,10,no,no,yes,yes,17900,18100
18500,no,20,12,no,no,no,no,17300,15400
14500,no,21,12,no,no,yes,no,7280,7620
20000,no,23,12,no,no,yes,no,18400,19200
25600,no,24,12,no,no,no,no,25900,25200
20400,no,34,9,no,no,yes,yes,17000,14800
479,no,32,14,no,no,yes,no,1180,528
2880,no,18,8,no,no,yes,yes,8910,9170
0,no,27,17,no,no,yes,no,0,0
25600,no,43,12,no,no,yes,no,25900,25200
16300,no,21,10,yes,no,no,yes,8040,13800
3730,no,23,12,yes,no,yes,no,10600,525
25600,no,42,12,no,no,yes,no,25900,23400
25600,no,46,14,no,no,yes,no,19800,25200
25600,no,51,8,no,no,yes,yes,20700,23100
25600,no,41,10,no,no,yes,yes,22400,23100
0,no,22,16,no,no,yes,no,578,1310
0,no,26,12,no,no,yes,no,1420,557
18700,no,27,12,no,no,yes,no,19000,18800
25600,no,24,12,no,no,yes,no,22900,19600
25600,no,42,12,no,no,yes,no,25900,25200
25600,no,24,12,no,no,yes,no,22200,17200
0,no,31,6,no,no,no,yes,2670,1320
19200,no,29,16,no,no,no,no,0,0
0,no,29,12,no,no,yes,no,2150,25200
4710,no,26,12,no,no,yes,no,8030,9410
20100,no,36,4,no,no,yes,yes,17500,17200
25600,no,29,12,no,no,yes,no,25900,25200
2080,no,51,12,no,no,yes,no,2620,3810
7090,no,21,13,no,yes,no,no,5640,7660
0,no,50,10,no,yes,yes,yes,0,0
9920,no,20,11,no,yes,no,yes,2240,3000
13300,no,20,11,no,yes,yes,yes,8820,9620
4840,no,28,13,no,yes,yes,no,5370,9020
25600,no,46,14,no,no,yes,no,25900,25200
18400,no,23,13,no,no,yes,no,11500,13200
288,no,41,16,no,no,no,no,0,0
